Concept code,Concept description,Vocabulary,Cancer
45768838,Primary squamous cell carcinoma of frontal sinus,SNOMED,Head and Neck
45773563,Primary squamous cell carcinoma of ethmoidal sinus,SNOMED,Head and Neck
36715835,Primary squamous cell carcinoma of overlapping lesion of accessory sinuses,SNOMED,Head and Neck
36715836,Primary adenocarcinoma of overlapping lesion of accessory sinuses,SNOMED,Head and Neck
259748,Primary malignant neoplasm of accessory sinus,SNOMED,Head and Neck
140046,Primary malignant neoplasm of ethmoidal sinus,SNOMED,Head and Neck
132258,Primary malignant neoplasm of frontal sinus,SNOMED,Head and Neck
137800,Primary malignant neoplasm of maxillary sinus,SNOMED,Head and Neck
136639,Primary malignant neoplasm of sphenoidal sinus,SNOMED,Head and Neck
4095312,Malignant tumor of nasopharynx,SNOMED,Head and Neck
4094722,Malignant tumor of posterior wall of nasopharynx,SNOMED,Head and Neck
4095313,Malignant tumor of anterior wall of nasopharynx,SNOMED,Head and Neck
4116237,Malignant tumor of nasal cavity and nasopharynx,SNOMED,Head and Neck
4177103,Malignant tumor of lateral wall of nasopharynx,SNOMED,Head and Neck
432558,Overlapping malignant neoplasm of nasopharynx,SNOMED,Head and Neck
4089649,Malignant neoplasm of floor of nasopharynx,SNOMED,Head and Neck
36684473,Primary malignant neoplasm of nasopharynx,SNOMED,Head and Neck
46271011,Malignant neoplasm of superior wall of nasopharynx,SNOMED,Head and Neck
36716501,Primary malignant epithelial neoplasm of nasopharynx,SNOMED,Head and Neck
438080,Primary malignant neoplasm of anterior wall of nasopharynx,SNOMED,Head and Neck
438692,Primary malignant neoplasm of lateral wall of nasopharynx,SNOMED,Head and Neck
436344,Primary malignant neoplasm of posterior wall of nasopharynx,SNOMED,Head and Neck
441223,Primary malignant neoplasm of superior wall of nasopharynx,SNOMED,Head and Neck
761907,Primary adenocarcinoma of nasopharynx,SNOMED,Head and Neck
4089647,Malignant tumor of adenoid,SNOMED,Head and Neck
437226,Malignant neoplasm of nasopharyngeal wall,SNOMED,Head and Neck
4084147,Metastatic malignant neoplasm to nasopharynx,SNOMED,Head and Neck
4306501,Undifferentiated carcinoma of nasopharynx,SNOMED,Head and Neck
4309248,Squamous cell carcinoma of nasopharynx,SNOMED,Head and Neck
4307152,Adenocarcinoma of nasopharynx,SNOMED,Head and Neck
40486201,Nasopharyngeal carcinoma,SNOMED,Head and Neck
44782582,Keratinizing squamous cell carcinoma of nasopharynx,SNOMED,Head and Neck
44783851,Undifferentiated nonkeratinizing carcinoma of nasopharynx,SNOMED,Head and Neck
45768977,Primary squamous cell carcinoma of nasopharynx,SNOMED,Head and Neck
45769123,Nonkeratinizing carcinoma of the nasopharynx,SNOMED,Head and Neck
37018571,Primary adenoid cystic carcinoma of nasopharynx,SNOMED,Head and Neck
3655852,Papillary squamous cell carcinoma of nasopharynx,SNOMED,Head and Neck
4093646,Malignant tumor of frenum of upper lip,SNOMED,Head and Neck
4090217,Malignant tumor of frenum of lower lip,SNOMED,Head and Neck
4170451,Malignant tumor of lipstick area of lip,SNOMED,Head and Neck
4118988,Malignant tumor of frenum of lip,SNOMED,Head and Neck
4180779,Malignant tumor of lip,SNOMED,Head and Neck
4180782,Malignant tumor of vermilion border of upper lip,SNOMED,Head and Neck
4178961,Malignant tumor of vermilion border of lower lip,SNOMED,Head and Neck
4177100,Malignant tumor of commissure of lip,SNOMED,Head and Neck
4225833,Malignant tumor of vermilion border of lip,SNOMED,Head and Neck
4178963,Malignant tumor of gum,SNOMED,Head and Neck
4090224,Malignant tumor of anterior floor of mouth,SNOMED,Head and Neck
4089530,Malignant tumor of lateral floor of mouth,SNOMED,Head and Neck
4177101,Malignant tumor of floor of mouth,SNOMED,Head and Neck
4112598,Malignant tumor of inferior surface of soft palate,SNOMED,Head and Neck
4180787,Malignant tumor of hard palate,SNOMED,Head and Neck
4178964,Malignant tumor of palate,SNOMED,Head and Neck
4180786,Malignant tumor of buccal mucosa,SNOMED,Head and Neck
25189,Malignant tumor of oral cavity,SNOMED,Head and Neck
4094720,Malignant tumor of tonsillar pillar,SNOMED,Head and Neck
4181334,Malignant tumor of upper gingiva,SNOMED,Head and Neck
4181335,Malignant tumor of lower gingiva,SNOMED,Head and Neck
140955,Overlapping malignant neoplasm of floor of mouth,SNOMED,Head and Neck
40492985,Malignant neoplasm of anterior and lateral floor of mouth,SNOMED,Head and Neck
438982,Primary malignant neoplasm of anterior portion of floor of mouth,SNOMED,Head and Neck
135750,Primary malignant neoplasm of floor of mouth,SNOMED,Head and Neck
440344,Primary malignant neoplasm of lateral portion of floor of mouth,SNOMED,Head and Neck
35610411,Overlapping malignant neoplasm of mouth,SNOMED,Head and Neck
261808,Primary malignant neoplasm of vestibule of mouth,SNOMED,Head and Neck
4090226,Malignant tumor of vestibule of mouth,SNOMED,Head and Neck
4112453,Carcinoma of frenum of upper lip,SNOMED,Head and Neck
4112455,Carcinoma of frenum of lower lip,SNOMED,Head and Neck
4111645,Carcinoma of frenum of lip,SNOMED,Head and Neck
133710,Overlapping malignant neoplasm of lip,SNOMED,Head and Neck
4093012,"Malignant neoplasm of upper lip, lipstick area",SNOMED,Head and Neck
4089516,"Malignant neoplasm of lower lip, external",SNOMED,Head and Neck
4090216,Malignant tumor of upper labial mucosa,SNOMED,Head and Neck
4093647,"Malignant neoplasm of lower lip, buccal aspect",SNOMED,Head and Neck
4089520,Malignant tumor of labial mucosa,SNOMED,Head and Neck
37018880,Primary squamous cell carcinoma of vermilion border of lip,SNOMED,Head and Neck
4112451,Carcinoma of vermilion border of upper lip,SNOMED,Head and Neck
4110417,Carcinoma of vermilion border of lower lip,SNOMED,Head and Neck
4112456,Carcinoma of commissure of lip,SNOMED,Head and Neck
4113108,Squamous cell carcinoma of lip,SNOMED,Head and Neck
4153887,Carcinoma of lip,SNOMED,Head and Neck
4150793,Malignant tumor of lower labial mucosa,SNOMED,Head and Neck
255192,Primary malignant neoplasm of commissure of lip,SNOMED,Head and Neck
4155171,Primary malignant neoplasm of lip,SNOMED,Head and Neck
132565,Primary malignant neoplasm of vermilion border of lower lip,SNOMED,Head and Neck
138074,Primary malignant neoplasm of vermilion border of upper lip,SNOMED,Head and Neck
4169288,Squamous cell carcinoma of mucous membrane of lower lip,SNOMED,Head and Neck
4302482,Squamous cell carcinoma of mucous membrane of upper lip,SNOMED,Head and Neck
37116584,Primary squamous cell carcinoma of lip,SNOMED,Head and Neck
132832,Primary malignant neoplasm of inner aspect of lip,SNOMED,Head and Neck
137219,Primary malignant neoplasm of inner aspect of lower lip,SNOMED,Head and Neck
138351,Primary malignant neoplasm of inner aspect of upper lip,SNOMED,Head and Neck
133969,Primary malignant neoplasm of vermilion border of lip,SNOMED,Head and Neck
4111653,Carcinoma of upper gum,SNOMED,Head and Neck
4110422,Carcinoma of lower gum,SNOMED,Head and Neck
4174910,Squamous cell carcinoma of gum,SNOMED,Head and Neck
140950,Primary malignant neoplasm of gum,SNOMED,Head and Neck
440335,Primary malignant neoplasm of lower gum,SNOMED,Head and Neck
435478,Primary malignant neoplasm of upper gum,SNOMED,Head and Neck
4246015,Primary malignant neoplasm of alveolar ridge mucosa,SNOMED,Head and Neck
4311476,Primary malignant neoplasm of gingival mucosa,SNOMED,Head and Neck
4111654,Carcinoma of anterior part of floor of mouth,SNOMED,Head and Neck
4110424,Carcinoma of lateral part of floor of mouth,SNOMED,Head and Neck
4081190,Squamous cell carcinoma of floor of mouth,SNOMED,Head and Neck
40493495,Carcinoma of floor of mouth,SNOMED,Head and Neck
439738,Primary malignant neoplasm of sublingual gland,SNOMED,Head and Neck
4111775,Carcinoma of hard palate,SNOMED,Head and Neck
438694,Primary malignant neoplasm of hard palate,SNOMED,Head and Neck
4115130,Carcinoma of soft palate,SNOMED,Head and Neck
4110425,Carcinoma of uvula,SNOMED,Head and Neck
4181337,Malignant tumor of uvula,SNOMED,Head and Neck
254282,Primary malignant neoplasm of soft palate,SNOMED,Head and Neck
434285,Primary malignant neoplasm of uvula,SNOMED,Head and Neck
4001170,Overlapping malignant neoplasm of palate,SNOMED,Head and Neck
4089644,Malignant neoplasm of junction of hard and soft palate,SNOMED,Head and Neck
4166769,Palate carcinoma,SNOMED,Head and Neck
4174595,Squamous cell carcinoma of palate,SNOMED,Head and Neck
134290,Primary malignant neoplasm of palate,SNOMED,Head and Neck
36715796,Primary adenocarcinoma of palate,SNOMED,Head and Neck
4111776,Squamous cell carcinoma of buccal mucosa,SNOMED,Head and Neck
134579,Primary malignant neoplasm of buccal mucosa,SNOMED,Head and Neck
4094716,Malignant tumor of upper buccal sulcus,SNOMED,Head and Neck
4090227,Malignant tumor of lower buccal sulcus,SNOMED,Head and Neck
4090228,Malignant tumor of upper labial sulcus,SNOMED,Head and Neck
4090229,Malignant tumor of lower labial sulcus,SNOMED,Head and Neck
4111777,Carcinoma of upper buccal sulcus,SNOMED,Head and Neck
4110428,Carcinoma of lower buccal sulcus,SNOMED,Head and Neck
4110430,Carcinoma of upper labial sulcus,SNOMED,Head and Neck
4115135,Carcinoma of lower labial sulcus,SNOMED,Head and Neck
4111783,Carcinoma of retromolar area,SNOMED,Head and Neck
4178965,Malignant tumor of retromolar area,SNOMED,Head and Neck
439404,Primary malignant neoplasm of oral cavity,SNOMED,Head and Neck
4300554,Verrucous carcinoma of oral cavity,SNOMED,Head and Neck
40486174,Malignant neoplasm of alveolus of maxilla,SNOMED,Head and Neck
40486214,Malignant neoplasm of alveolus dentalis,SNOMED,Head and Neck
40487580,Malignant epithelial neoplasm of alveolus dentalis,SNOMED,Head and Neck
40488048,Malignant neoplasm of alveolus of mandible,SNOMED,Head and Neck
37116583,Primary squamous cell carcinoma of oral cavity,SNOMED,Head and Neck
433704,Primary malignant neoplasm of retromolar area,SNOMED,Head and Neck
4145095,Squamous cell carcinoma of mouth,SNOMED,Head and Neck
4311283,Malignant neoplasm of gum and contiguous sites,SNOMED,Head and Neck
36716502,Primary squamous cell carcinoma of pharyngeal tonsil,SNOMED,Head and Neck
4246793,Primary malignant neoplasm of adenoid,SNOMED,Head and Neck
4094721,Malignant tumor of posterior wall of oropharynx,SNOMED,Head and Neck
4181338,Malignant tumor of oropharynx,SNOMED,Head and Neck
438691,Overlapping malignant neoplasm of oropharynx,SNOMED,Head and Neck
40488898,Malignant epithelial neoplasm of oropharynx,SNOMED,Head and Neck
40492021,Malignant neoplasm of lateral wall of oropharynx,SNOMED,Head and Neck
440345,Primary malignant neoplasm of lateral wall of oropharynx,SNOMED,Head and Neck
432833,Primary malignant neoplasm of oropharynx,SNOMED,Head and Neck
439739,Primary malignant neoplasm of posterior wall of oropharynx,SNOMED,Head and Neck
4115137,Malignant tumor of anterior pillar of fauces,SNOMED,Head and Neck
45768980,Primary squamous cell carcinoma of posterior wall of oropharynx,SNOMED,Head and Neck
4308627,Adenoid cystic carcinoma of oropharynx,SNOMED,Head and Neck
4309545,Squamous cell carcinoma of oropharynx,SNOMED,Head and Neck
45768872,Primary oxyphilic adenocarcinoma of oropharynx,SNOMED,Head and Neck
45768873,Primary basal cell adenocarcinoma of oropharynx,SNOMED,Head and Neck
45768874,Primary polymorphous low grade adenocarcinoma of oropharynx,SNOMED,Head and Neck
45768875,Primary papillary adenocarcinoma of oropharynx,SNOMED,Head and Neck
45768876,Primary mucinous adenocarcinoma of oropharynx,SNOMED,Head and Neck
45768877,Primary clear cell adenocarcinoma of oropharynx,SNOMED,Head and Neck
45768878,Primary adenocarcinoma of oropharynx,SNOMED,Head and Neck
45768978,Overlapping squamous cell carcinoma of oropharynx,SNOMED,Head and Neck
45768982,Primary squamous cell carcinoma of lateral wall of oropharynx,SNOMED,Head and Neck
45772951,Primary basaloid squamous cell carcinoma of oropharynx,SNOMED,Head and Neck
45769021,Primary basaloid carcinoma of oropharynx,SNOMED,Head and Neck
45769022,Primary papillary squamous cell carcinoma of oropharynx,SNOMED,Head and Neck
45769023,Primary spindle cell squamous cell carcinoma of oropharynx,SNOMED,Head and Neck
45769024,Primary adenosquamous carcinoma of oropharynx,SNOMED,Head and Neck
45769026,Primary squamous cell carcinoma of oropharynx,SNOMED,Head and Neck
45769028,Primary carcinoma ex pleomorphic adenoma of oropharynx,SNOMED,Head and Neck
45771025,Primary cystadenocarcinoma of oropharynx,SNOMED,Head and Neck
45769030,Primary acinar cell carcinoma of oropharynx,SNOMED,Head and Neck
45769031,Primary mucoepidermoid carcinoma of oropharynx,SNOMED,Head and Neck
45769032,Primary infiltrating duct carcinoma of oropharynx,SNOMED,Head and Neck
45771026,Primary salivary gland-type tumor of oropharynx,SNOMED,Head and Neck
36715837,Primary undifferentiated carcinoma of oropharynx,SNOMED,Head and Neck
4094850,Malignant neoplasm of posterior pharynx,SNOMED,Head and Neck
4181336,Malignant tumor of soft palate,SNOMED,Head and Neck
4181339,Malignant tumor of tonsil,SNOMED,Head and Neck
4180788,Malignant tumor of tonsillar fossa,SNOMED,Head and Neck
440047,Primary malignant neoplasm of tonsillar pillar,SNOMED,Head and Neck
4002498,Overlapping malignant neoplasm of tonsil,SNOMED,Head and Neck
37018947,Primary squamous cell carcinoma of palatine tonsil,SNOMED,Head and Neck
4158909,Tonsil carcinoma,SNOMED,Head and Neck
31509,Primary malignant neoplasm of tonsil,SNOMED,Head and Neck
433709,Primary malignant neoplasm of tonsillar fossa,SNOMED,Head and Neck
4180784,Malignant tumor of parotid gland,SNOMED,Head and Neck
4181333,Malignant tumor of major salivary gland,SNOMED,Head and Neck
4112585,Carcinoma of sublingual gland,SNOMED,Head and Neck
4180785,Malignant tumor of sublingual gland,SNOMED,Head and Neck
42537751,Primary adenocarcinoma of sublingual gland,SNOMED,Head and Neck
42539700,Primary squamous cell carcinoma of sublingual gland,SNOMED,Head and Neck
28356,Overlapping malignant neoplasm of major salivary gland,SNOMED,Head and Neck
439745,Primary malignant neoplasm of salivary gland duct,SNOMED,Head and Neck
4115138,Carcinoma of parotid gland,SNOMED,Head and Neck
4110432,Carcinoma of submandibular gland,SNOMED,Head and Neck
4116235,Malignant tumor of salivary gland,SNOMED,Head and Neck
22557,Malignant tumor of submandibular gland,SNOMED,Head and Neck
4180909,Malignant tumor of minor salivary gland,SNOMED,Head and Neck
4162861,Primary malignant neoplasm of minor salivary gland,SNOMED,Head and Neck
434588,Primary malignant neoplasm of parotid gland,SNOMED,Head and Neck
4169627,Squamous cell carcinoma of oral mucous membrane,SNOMED,Head and Neck
4309400,Adenoid cystic carcinoma of salivary gland,SNOMED,Head and Neck
4312929,Polymorphous low grade adenocarcinoma of salivary gland,SNOMED,Head and Neck
4307266,Adenoid cystic carcinoma of submandibular gland,SNOMED,Head and Neck
4310565,Mucoepidermoid carcinoma of submandibular gland,SNOMED,Head and Neck
4313754,Adenoid cystic carcinoma of parotid gland,SNOMED,Head and Neck
4311287,Mucoepidermoid carcinoma of salivary gland,SNOMED,Head and Neck
4308149,Mucoepidermoid carcinoma of parotid gland,SNOMED,Head and Neck
4312798,Carcinoma ex pleomorphic adenoma of parotid gland,SNOMED,Head and Neck
4314314,Malignant mixed tumor of salivary gland,SNOMED,Head and Neck
36715797,Primary adenocarcinoma of parotid gland,SNOMED,Head and Neck
36717226,Primary squamous cell carcinoma of parotid gland,SNOMED,Head and Neck
42537752,Primary adenocarcinoma of submandibular gland,SNOMED,Head and Neck
42537753,Primary squamous cell carcinoma of submandibular gland,SNOMED,Head and Neck
37204489,Malignant epithelial neoplasm of salivary gland,SNOMED,Head and Neck
4247836,Primary malignant neoplasm of major salivary gland,SNOMED,Head and Neck
4312691,Primary malignant neoplasm of submaxillary gland,SNOMED,Head and Neck
4181332,Malignant tumor of base of tongue,SNOMED,Head and Neck
4093649,Malignant tumor of anterior two-thirds of tongue - dorsal surface,SNOMED,Head and Neck
4093141,Malignant tumor of anterior two-thirds of tongue - ventral surface,SNOMED,Head and Neck
4089526,Malignant tumor of junctional zone of tongue,SNOMED,Head and Neck
4110420,Malignant tumor of anterior two-thirds of tongue - lateral margin,SNOMED,Head and Neck
4111649,Malignant tumor of tip of tongue,SNOMED,Head and Neck
4177098,Malignant tumor of anterior two-thirds of tongue,SNOMED,Head and Neck
4178962,Malignant tumor of tongue,SNOMED,Head and Neck
4180783,Malignant tumor of lingual tonsil,SNOMED,Head and Neck
440036,Primary malignant neoplasm of junctional zone of tongue,SNOMED,Head and Neck
4089524,Malignant neoplasm of base of tongue dorsal surface,SNOMED,Head and Neck
4158473,Carcinoma of base of tongue,SNOMED,Head and Neck
4168069,Carcinoma of tongue base - dorsal surface,SNOMED,Head and Neck
36716610,Primary squamous cell carcinoma of base of tongue,SNOMED,Head and Neck
256633,Primary malignant neoplasm of base of tongue,SNOMED,Head and Neck
4170450,Carcinoma of anterior two-thirds of tongue - dorsal surface,SNOMED,Head and Neck
4173800,Carcinoma anterior 2/3 tongue ventrum,SNOMED,Head and Neck
436042,Primary malignant neoplasm of anterior two-thirds of tongue,SNOMED,Head and Neck
35610172,Malignant neoplasm of ventral surface of tongue,SNOMED,Head and Neck
436043,Overlapping malignant neoplasm of tongue,SNOMED,Head and Neck
40381321,Malignant neoplasm of dorsal surface of tongue,SNOMED,Head and Neck
4093650,Malignant neoplasm of midline of tongue,SNOMED,Head and Neck
440655,"Malignant neoplasm of tongue, tip and lateral border",SNOMED,Head and Neck
4093651,Malignant tumor of frenum linguae,SNOMED,Head and Neck
4112580,Carcinoma of frenum linguae,SNOMED,Head and Neck
4112581,Carcinoma of lingual tonsil,SNOMED,Head and Neck
4149844,Tongue carcinoma,SNOMED,Head and Neck
4173799,Carcinoma ventral surface of tongue,SNOMED,Head and Neck
4173801,Carcinoma of midline of tongue,SNOMED,Head and Neck
4174593,Squamous cell carcinoma of tongue,SNOMED,Head and Neck
4162118,Malignant neoplasm of border of tongue,SNOMED,Head and Neck
4156114,Primary malignant neoplasm of border of tongue,SNOMED,Head and Neck
36717352,Primary squamous cell carcinoma of lingual tonsil,SNOMED,Head and Neck
434587,Primary malignant neoplasm of dorsal surface of tongue,SNOMED,Head and Neck
434289,Primary malignant neoplasm of lingual tonsil,SNOMED,Head and Neck
437498,Primary malignant neoplasm of tongue,SNOMED,Head and Neck
437220,Primary malignant neoplasm of ventral surface of tongue,SNOMED,Head and Neck
4246037,Primary malignant neoplasm of eustachian tube,SNOMED,Head and Neck
4177243,Malignant tumor of pharynx,SNOMED,Head and Neck
28083,Primary malignant neoplasm of pharynx,SNOMED,Head and Neck
4256777,Squamous cell carcinoma of pharynx,SNOMED,Head and Neck
40486208,Carcinoma of pharynx,SNOMED,Head and Neck
37117762,Primary squamous cell carcinoma of pharynx,SNOMED,Head and Neck
4113107,"Carcinoma of lip, oral cavity and pharynx",SNOMED,Head and Neck
444224,"Overlapping malignant neoplasm of lip, oral cavity and pharynx",SNOMED,Head and Neck
436045,"Malignant neoplasm of lip, oral cavity and pharynx",SNOMED,Head and Neck
4095442,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses",SNOMED,Head and Neck
4111021,Overlapping malignant neoplasm of oral cavity and lips and salivary glands,SNOMED,Head and Neck
36566639,"Acinar cell carcinoma of accessory sinus, NOS",ICDO3,Head and Neck
36547794,"Acinar cell carcinoma of anterior 2/3 of tongue, NOS",ICDO3,Head and Neck
36561750,Acinar cell carcinoma of anterior floor of mouth,ICDO3,Head and Neck
36532635,Acinar cell carcinoma of anterior surface of epiglottis,ICDO3,Head and Neck
36553867,"Acinar cell carcinoma of base of tongue, NOS",ICDO3,Head and Neck
36540722,Acinar cell carcinoma of border of tongue,ICDO3,Head and Neck
44499899,Acinar cell carcinoma of cheeck mucosa,ICDO3,Head and Neck
36526558,Acinar cell carcinoma of commissure of lip,ICDO3,Head and Neck
36549267,"Acinar cell carcinoma of dorsal surface of tongue, NOS",ICDO3,Head and Neck
36561951,Acinar cell carcinoma of ethmoid sinus,ICDO3,Head and Neck
36548651,"Acinar cell carcinoma of external lip, NOS",ICDO3,Head and Neck
36555131,Acinar cell carcinoma of external lower lip,ICDO3,Head and Neck
36538419,Acinar cell carcinoma of external upper lip,ICDO3,Head and Neck
36542519,"Acinar cell carcinoma of floor of mouth, NOS",ICDO3,Head and Neck
36526081,Acinar cell carcinoma of frontal sinus,ICDO3,Head and Neck
36522201,"Acinar cell carcinoma of gum, NOS",ICDO3,Head and Neck
36517836,Acinar cell carcinoma of hard palate,ICDO3,Head and Neck
36565168,Acinar cell carcinoma of lateral floor of mouth,ICDO3,Head and Neck
36527061,Acinar cell carcinoma of lateral wall of oropharynx,ICDO3,Head and Neck
36517783,Acinar cell carcinoma of lingual tonsil,ICDO3,Head and Neck
36548843,"Acinar cell carcinoma of lip, NOS",ICDO3,Head and Neck
36561334,Acinar cell carcinoma of lower gum,ICDO3,Head and Neck
44500079,"Acinar cell carcinoma of major salivary gland, NOS",ICDO3,Head and Neck
36535604,Acinar cell carcinoma of maxillary sinus,ICDO3,Head and Neck
44502476,"Acinar cell carcinoma of mouth, NOS",ICDO3,Head and Neck
36551854,"Acinar cell carcinoma of mucosa of lip, NOS",ICDO3,Head and Neck
36527457,Acinar cell carcinoma of mucosa of lower lip,ICDO3,Head and Neck
36520044,Acinar cell carcinoma of mucosa of upper lip,ICDO3,Head and Neck
44499976,Acinar cell carcinoma of nasal cavity,ICDO3,Head and Neck
44504452,"Acinar cell carcinoma of oropharynx, NOS",ICDO3,Head and Neck
36549306,Acinar cell carcinoma of overlapping lesion of accessory sinuses,ICDO3,Head and Neck
36555983,Acinar cell carcinoma of overlapping lesion of floor of mouth,ICDO3,Head and Neck
36530205,Acinar cell carcinoma of overlapping lesion of lip,ICDO3,Head and Neck
36550312,"Acinar cell carcinoma of overlapping lesion of lip, oral cavity and pharynx",ICDO3,Head and Neck
36518946,Acinar cell carcinoma of overlapping lesion of major salivary glands,ICDO3,Head and Neck
36564266,Acinar cell carcinoma of overlapping lesion of other and unspecified parts of mouth,ICDO3,Head and Neck
36550715,Acinar cell carcinoma of overlapping lesion of palate,ICDO3,Head and Neck
36523605,Acinar cell carcinoma of overlapping lesion of tongue,ICDO3,Head and Neck
36524045,Acinar cell carcinoma of overlapping lesion of tonsil,ICDO3,Head and Neck
36532161,Acinar cell carcinoma of overlapping lesions of oropharynx,ICDO3,Head and Neck
36540341,"Acinar cell carcinoma of palate, NOS",ICDO3,Head and Neck
44502884,Acinar cell carcinoma of parotid gland,ICDO3,Head and Neck
36556337,"Acinar cell carcinoma of pharynx, NOS",ICDO3,Head and Neck
36526445,Acinar cell carcinoma of posterior wall of oropharynx,ICDO3,Head and Neck
36555005,Acinar cell carcinoma of retromolar area,ICDO3,Head and Neck
44503096,"Acinar cell carcinoma of soft palate, NOS",ICDO3,Head and Neck
36531311,Acinar cell carcinoma of sphenoid sinus,ICDO3,Head and Neck
36553753,Acinar cell carcinoma of sublingual gland,ICDO3,Head and Neck
44501659,Acinar cell carcinoma of submandibular gland,ICDO3,Head and Neck
36543747,"Acinar cell carcinoma of tongue, NOS",ICDO3,Head and Neck
36538647,"Acinar cell carcinoma of tonsil, NOS",ICDO3,Head and Neck
36540776,Acinar cell carcinoma of tonsillar fossa,ICDO3,Head and Neck
36539356,Acinar cell carcinoma of tonsillar pillar,ICDO3,Head and Neck
36533602,Acinar cell carcinoma of upper Gum,ICDO3,Head and Neck
36542936,Acinar cell carcinoma of uvula,ICDO3,Head and Neck
36555645,Acinar cell carcinoma of vallecula,ICDO3,Head and Neck
36521852,"Acinar cell carcinoma of ventral surface of tongue, NOS",ICDO3,Head and Neck
36556850,Acinar cell carcinoma of vestibule of mouth,ICDO3,Head and Neck
36536717,Acinar cell cystadenocarcinoma of anterior floor of mouth,ICDO3,Head and Neck
36563117,Acinar cell cystadenocarcinoma of cheeck mucosa,ICDO3,Head and Neck
36536617,"Acinar cell cystadenocarcinoma of floor of mouth, NOS",ICDO3,Head and Neck
36545255,"Acinar cell cystadenocarcinoma of gum, NOS",ICDO3,Head and Neck
36524486,Acinar cell cystadenocarcinoma of hard palate,ICDO3,Head and Neck
36552747,Acinar cell cystadenocarcinoma of lateral floor of mouth,ICDO3,Head and Neck
36550541,Acinar cell cystadenocarcinoma of lower gum,ICDO3,Head and Neck
36532041,"Acinar cell cystadenocarcinoma of major salivary gland, NOS",ICDO3,Head and Neck
36553376,"Acinar cell cystadenocarcinoma of mouth, NOS",ICDO3,Head and Neck
36523710,Acinar cell cystadenocarcinoma of overlapping lesion of floor of mouth,ICDO3,Head and Neck
36528121,Acinar cell cystadenocarcinoma of overlapping lesion of major salivary glands,ICDO3,Head and Neck
36543820,Acinar cell cystadenocarcinoma of overlapping lesion of other and unspecified parts of mouth,ICDO3,Head and Neck
36560634,Acinar cell cystadenocarcinoma of overlapping lesion of palate,ICDO3,Head and Neck
36549008,"Acinar cell cystadenocarcinoma of palate, NOS",ICDO3,Head and Neck
36532888,Acinar cell cystadenocarcinoma of parotid gland,ICDO3,Head and Neck
36525814,Acinar cell cystadenocarcinoma of retromolar area,ICDO3,Head and Neck
36549200,"Acinar cell cystadenocarcinoma of soft palate, NOS",ICDO3,Head and Neck
36546139,Acinar cell cystadenocarcinoma of sublingual gland,ICDO3,Head and Neck
36532204,Acinar cell cystadenocarcinoma of submandibular gland,ICDO3,Head and Neck
36545517,Acinar cell cystadenocarcinoma of upper Gum,ICDO3,Head and Neck
36544562,Acinar cell cystadenocarcinoma of uvula,ICDO3,Head and Neck
36519889,Acinar cell cystadenocarcinoma of vestibule of mouth,ICDO3,Head and Neck
36553549,"Adenocarcinoma in tubulovillous adenoma of accessory sinus, NOS",ICDO3,Head and Neck
36537792,Adenocarcinoma in tubulovillous adenoma of anterior floor of mouth,ICDO3,Head and Neck
36537151,Adenocarcinoma in tubulovillous adenoma of anterior surface of epiglottis,ICDO3,Head and Neck
36517404,Adenocarcinoma in tubulovillous adenoma of anterior wall of nasopharynx,ICDO3,Head and Neck
36530623,Adenocarcinoma in tubulovillous adenoma of cheeck mucosa,ICDO3,Head and Neck
36544284,Adenocarcinoma in tubulovillous adenoma of commissure of lip,ICDO3,Head and Neck
36551986,Adenocarcinoma in tubulovillous adenoma of ethmoid sinus,ICDO3,Head and Neck
36556832,"Adenocarcinoma in tubulovillous adenoma of external lip, NOS",ICDO3,Head and Neck
36540496,Adenocarcinoma in tubulovillous adenoma of external lower lip,ICDO3,Head and Neck
36556049,Adenocarcinoma in tubulovillous adenoma of external upper lip,ICDO3,Head and Neck
36523726,"Adenocarcinoma in tubulovillous adenoma of floor of mouth, NOS",ICDO3,Head and Neck
36552620,Adenocarcinoma in tubulovillous adenoma of frontal sinus,ICDO3,Head and Neck
36533181,Adenocarcinoma in tubulovillous adenoma of glottis,ICDO3,Head and Neck
36560951,"Adenocarcinoma in tubulovillous adenoma of gum, NOS",ICDO3,Head and Neck
36534804,Adenocarcinoma in tubulovillous adenoma of hard palate,ICDO3,Head and Neck
36550963,Adenocarcinoma in tubulovillous adenoma of laryngeal cartilage,ICDO3,Head and Neck
36567971,"Adenocarcinoma in tubulovillous adenoma of larynx, NOS",ICDO3,Head and Neck
36544216,Adenocarcinoma in tubulovillous adenoma of lateral floor of mouth,ICDO3,Head and Neck
36560057,Adenocarcinoma in tubulovillous adenoma of lateral wall of nasopharynx,ICDO3,Head and Neck
36543947,Adenocarcinoma in tubulovillous adenoma of lateral wall of oropharynx,ICDO3,Head and Neck
36553111,"Adenocarcinoma in tubulovillous adenoma of lip, NOS",ICDO3,Head and Neck
36562192,Adenocarcinoma in tubulovillous adenoma of lower gum,ICDO3,Head and Neck
36524127,"Adenocarcinoma in tubulovillous adenoma of major salivary gland, NOS",ICDO3,Head and Neck
36534092,Adenocarcinoma in tubulovillous adenoma of maxillary sinus,ICDO3,Head and Neck
36538934,"Adenocarcinoma in tubulovillous adenoma of mouth, NOS",ICDO3,Head and Neck
